text,value
همین نیز توانایی فیلم برداری با کیفیت HD را به این دوربین داده است.,+1
من قبل از اين که اين گوشي را بخرم بيشتر به دنبال galaxy s3 بودم ولي الان واقعا نظرم تغيير کرد و واقعا عاشق اين گوشي شدم !,+1
حرف نداره,+1
ارزان ترين گوشي با سيستم عامل ويندوزفون8..,+1
"نوع بي‌سيم اين دسته بازي نيز،  فاصله‌ي ۹ متر را با باتري AAاز نوع NimH پشتيباني مي‌کند که اين فاصله براي يک دسته بازي بي‌سيم فاصله‌ي مناسبي است.",+1
تنها عيبي که داره ..,-1
"با وجود این سخت افزار مناسب و البته سیستم عامل روان ویندوز که همواره با مدیریت خوب بر حافظه رم،  سرعت مناسبی را به کاربر ارائه نموده است،  تمامی کارها در این تبلت با سرعتی بسیار خوب انجام خواهند شد.",+2
از اندازه مناسب و خوش دستي و روزلوشن و کيفت بالا ال سي دي گرفته تا سيستم عامل کامل .,+2
ولي ظاهر گوشي هاي سامسونگ خيلي شبيه هم شده و من ازشون خوشم نمياد.,-1
تاچ پد نیز به خوبی طراحی شده و از حساسیت و کیفیت بسیار بالایی برخوردار است.,+2
"و حتي جستجوهاي زيادي که در گوگل انجام دادم متوجه شدم اين مدل مشکل سوختن تصوير دارد که 
مشکل در گاز صفحه نمايش مي باشد.",-1
پردازنده ي خوبي داره و از پس کاراي روزمره برمياد.,+1
"اگرچه به نظر از نظر سخت افزاري و مشخصات فني تغييرات خاص و محسوسي در اين مدل نسبت به مدل قبلي يعني HX100V اعمال نشده است،  اما به نظر مي رساند تغييرات نرم‌افزاري مطلوبي به آن افزوده شده باشد.",+1
"همچنین،  وجود فلاش LED نیز به ثبت عکس‌های با کیفیت‌تر کمک می‌نماید.",+1
"5- سخت‌افزارش فوق‌العاده قدرتمنده، و اين فبلت رو به يکي از بهترين فبلت‌هاي در اين اندازه تبديل کرده.",+2
با عرض سلام و خسته نباشي به دست اندرکاران ديجي کالا.,0
در لبه جلویی نیز یک کارت خوان با پشتیبانی از کارت‌های حافظه SD و MMC قرار دارد.,0
در کل دوربین این گوشی بیشتر جهت استفاده برای ارسال پیامک چند رسانه ای(MMS) مناسب می‌باشد و عکس‌های ثبت شده توسط آن قابلت آرشیو شدن را برای شما نخواهند داشت.,-1
دوستان توجه کنيد معماري پردازشگر A5 هست که ضعيف هست و شخصا تو اين گوشي يک بازي با حجم 40 مگ رو با اندکي لگ اجرا کردم.,-1
فقط ميتونم بگم که پشتيباني اين سايت خيلي خوبه,+2
فوق العادست..,+2
"اين گوشي بسيار عالي هست و من هيچ مشکل بزرگي در اون به چشم نديدم،  شايد بايد گفت که تنها مشکلاتش داغ شدن هست که ميشه با يه قاب ژله اي از شدت گرمايش کاست و مشکل ديگرش نداشتن لرزش گير در دوربينش هست.",+1
"نقد کالا:
1-اساسي ترين مشکل اين دوربين وجود باتري قلمي به جاي باتري يون ليتيوم استاندارد هست.",-2
اما بهتر ميشد اگر رم 1 گيگ به جاي 768 مگ استفاده شده بود و همينطور دوربين مکالمه واقعا کمبودي چشمگيره..,-1
اما هرچي سعي کردم از يه شئ متحرک يه عکس درست و حسابي بگيرم نتونستم و در تمامي عکسها بصورت تار ثبت ميشد.,-1
اما کاربرد دیگر آن می‌تواند در نمایش تصاویر جذاب و جلب توجه کننده برای کودکان باشد تا به بهانه‌ی آن تصویر به دوربین نگاه کنند و بتوانید عکسی تمام رخ از کودک بگیرید.,+1
این نوت‌بوک از نمایشگر 14.1 اینچی LED با رزولوشن 768 × 1366 پیکسل و نسبت تصویر 16:9 بهره می‌برد.,0
توصيه من به دوستان اين هست که لطفا کنسولشون رو کپي خور نکنن چون نمي تونن از مزاياي آنلاين دستگاهشون استفاده کنن.,0
و بهتره بگم دقيقا هموني که واسه بدنه ي مک بوک ها استفاده شده.,0
"با سلام
من يک هفته است که دوربين رو خريداري کردم
اولين نکته  که اين دوربين ساخت چين است
دوم اينکه در مود دستي که رنگهاي عکاسي استاندارد و کرم و سياه و سفيد دارد شما عکس کرم را نميتوانيد بگيريد و فقط سياه سفيد و استاندارد را ميتوان انتخاب کرد
سوم اينکه با توجه به قيمت آن عکسهاي خوبي نمي توان گرفت و فقط کار راه انداز است",-1
برای توصیف نمایشگر 4.3 اینچی Galaxy S II از هیچ کلمه‌ای کمتر از شگفت‌انگیز نمی‌توانیم استفاده کنیم.,+1
صداي کم اسپيکر و خروجي هدفون !,-1
خلاصه دوربين جالبيه,+1
در حقیقت ASUS یک طراحی نوین را در این جا به کار برده که از MotherBoard دو قسمتی استفاده می‌کند و به کمک لوله‌ها و پنجره‌های تهویه گرمای تولید شده را خیلی سریع دفع می‌نماید.,+1
تفاوتی که شاید تاثیر چشم گیری در کیفیت تصاویر ثبت شده ایجاد نمی کند.,0
"• سخت افزار پردازنده یک گیگا هرتزی که در این گوشی به کار رفته،  سبب جلب رضایت کامل کاربر در هنگام کار با گوشی،  استفاده از برنامه های مختلف و یا گشت زنی در اینترنت گشته است.",+1
"دوست عزيز اسلوموشن بودن تصوير دلايل زيادي داره
1-سرعت کم پردازش کارت گرافيک
2-مقدار بازدهي فرکانس مانيتور
3-نرم افزار پخش کننده فيلم",-1
همه این کارها در Galaxy Note 8  به لطف قلم تعبیه شده بسیار راحت‌تر و لذت بخش تر از گذشته مقدور می‌باشند.,+2
اما معايبش که کمم نيستن اول کيفيت صداشه که بايد بگم خيلي بده و اين گوشي تقريبا فايل هاي صوتي رو به صورت مونو پخش ميکنه.,-2
"اما با وجود ابعاد بزرگ این گوشی،  وجود یک صفحه نمایش 4.3 اینچی بر روی آن مقداری نا امید کننده است.",-1
"واسه استفاده زيادم راحت 20 تا 24 ساعت
من که خيلي از خريدم راضي هستم.",+1
"به نظر من دو مشکل اساسي داره
1.",-1
"با توجه به لنز واید 25 میلی متری که بر روی این دوربین ها قرار گرفته،  می توانید مطمئن باشید که در هر کادر می توان میدان دید گسترده ای را ثبت کرد تا بنابراین این دوربین کاملا مناسب عکاسی از منظره هم باشد.",+2
"از نظر کیفیت عکس های گرفته شده، دوربین این گوشی یکی از بهترین دوربین‌هایی است که بر روی گوشی های تلفن همراه مشاهده کرده ایم.",+2
دقيقا همين قيمت و واقعا ناراحت شدم که ديجي کالا حتي اسمشم نياورده .,-2
